id,url,title
20,https://uxdesign.cc/sparkles-arent-good-ux-4b8199497c68,Sparkles aren’t good UX✨
21,https://uxdesign.cc/visualizing-direction-and-the-use-of-arrows-4b65126d0677,Visualizing direction and the use of arrows
22,https://uxdesign.cc/building-massive-prototypes-in-figma-8e64e34848b1,Building massive prototypes in Figma
23,https://uxdesign.cc/5-design-projects-using-non-human-personas-to-give-nature-a-voice-40edaae4bbb3,5 design projects using non-human personas to give nature a voice
24,https://uxdesign.cc/conversational-ai-search-the-magical-bullshit-show-bcff092073c8,Conversational AI search: beware of smoke and mirrors
25,https://medium.com/swlh/ive-been-writing-online-for-the-last-9-years-and-made-7-figures-1954e4987525,"I’ve Been Writing Online for the Last 9 Years and Made 7 Figures. If I Had to Start Again, Here’s What I’d Do."
26,https://medium.com/swlh/how-to-price-your-freelance-writing-services-and-make-5k-month-8dcd2ddc7213,How to Price Your Freelance Writing Services and Make $5K+/Month
27,https://medium.com/swlh/how-i-balanced-a-side-hustle-with-a-9-5-until-i-quit-for-4-hour-workdays-98a10b9135b7,How I Balanced a Side Hustle With a 9–5 Until I Quit for 4-Hour Workdays
28,https://medium.com/swlh/how-ive-showed-up-to-write-on-the-internet-for-1000-days-b8d29c6a2817,How I’ve Showed Up To Write on the Internet for 1000 Days
29,https://medium.com/swlh/heres-how-i-would-make-my-1-online-with-the-help-of-ai-if-i-had-to-start-over-e7a0042fc059,"<strong class=""markup--strong markup--h3-strong"">Here’s How I Would Make My $1 Online With the Help of AI if I Had to Start Over</strong>"
30,https://medium.com/swlh/the-secret-to-unlocking-your-brains-capacity-c4322d9c92e1,"<strong class=""markup--strong markup--h3-strong""><em class=""markup--em markup--h3-em"">The Secret to Unlocking Your Brain’s Capacity: A Simple Hack for Balancing Quick Critical Thinking and Solving</em></strong>"
31,https://writingcooperative.com/the-three-writing-exercises-that-actually-help-me-out-of-fiction-ruts-8cde8c3b81d1,The Three Writing Exercises That Actually Help Me Out Of Fiction Ruts
32,https://writingcooperative.com/ten-months-to-publication-so-who-is-kaye-macey-bcb577175d75,Ten Months To Publication: So Who Is Kaye Macey?
33,https://towardsdatascience.com/overcoming-automatic-speech-recognition-challenges-the-next-frontier-e26c31d643cc,"<strong class=""markup--strong markup--h3-strong"">Overcoming Automatic Speech Recognition Challenges: The Next Frontier</strong>"
34,https://towardsdatascience.com/tackling-the-problems-of-a-changing-world-with-data-13781b3a6088,Tackling the Problems of a Changing World with Data
35,https://towardsdatascience.com/why-is-it-so-difficult-to-successfully-get-ai-technologies-adopted-into-clinical-care-4fa549d2c36,Why is it so difficult to successfully get AI technologies adopted into clinical care?
36,https://towardsdatascience.com/maintaining-the-quality-of-your-feature-store-5713236b9370,Maintaining the Quality of Your Feature Store
37,https://uxdesign.cc/from-burnout-to-balance-why-are-so-many-ux-designers-fatigued-426e750e9bb0,From burnout to balance: why are so many UX designers fatigued?
38,https://uxdesign.cc/how-airbnb-attracted-close-to-a-million-new-hosts-in-2022-4a7811b24b3d,How Airbnb attracted close to a million new hosts in 2022
39,https://medium.com/swlh/from-zero-to-100-a-day-the-ultimate-guide-to-launching-a-content-based-business-5418c03a88a6,From Zero to $100 a Day: The Ultimate Guide to Launching a Content-Based Business
40,https://medium.com/swlh/how-i-built-online-income-streams-alongside-my-9-5-11ab172d0e89,How I Built Online Income Streams Alongside My 9–5
41,https://medium.com/swlh/how-a-bag-of-broccoli-taught-me-an-unforgettable-lesson-about-startups-7663d43a56ad,"<strong class=""markup--strong markup--h3-strong"">How a Bag of Broccoli Taught Me an Unforgettable Lesson About Startups</strong>"
42,https://medium.com/swlh/4-months-ago-i-quit-my-job-to-start-my-own-business-16a0542bb00,"4 Months Ago, I Quit My Job to Start My Own Business. Here Are 5 Career Lessons I Have Learned So Far."
43,https://writingcooperative.com/selling-your-self-published-novel-is-all-about-relationships-8fa87dda1ed9,Selling Your Self-Published Novel is All About Relationships
44,https://writingcooperative.com/how-to-write-better-character-description-498d81084c8a,How to Write Better Character Description
45,https://towardsdatascience.com/how-to-effectively-use-lambda-functions-in-python-as-a-data-scientist-fd6171554053,How to Effectively Use Lambda Functions in Python as a Data Scientist
46,https://towardsdatascience.com/use-pygwalker-to-enhance-your-jupyter-notebook-eda-experience-d7a5ee358be9,Using PyGWalker to Enhance Your Jupyter Notebook EDA Experience
47,https://towardsdatascience.com/5-jupyter-hacks-that-you-never-knew-even-existed-9dc0a08fd90a,5 Jupyter Hacks That You Never Knew Even Existed
48,https://towardsdatascience.com/building-a-recommender-system-using-machine-learning-2eefba9a692e,Building a Recommender System using Machine Learning
49,https://towardsdatascience.com/chatgpts-electricity-consumption-7873483feac4,ChatGPT’s Electricity Consumption
50,https://towardsdatascience.com/unlocking-the-potential-of-jupyterlab-discover-the-powerful-text-editor-you-never-knew-you-had-af18bf5bce3f,Unlocking the Potential of JupyterLab: Discover the Powerful Text Editor You Never Knew You Had
51,https://towardsdatascience.com/10-things-about-julia-i-wish-i-knew-earlier-3104ce7e3a2c,10 Things About Julia I Wish I Knew Earlier
52,https://towardsdatascience.com/how-to-tackle-class-imbalance-without-resampling-47bbeb2180aa,How to Tackle Class Imbalance Without Resampling
53,https://towardsdatascience.com/mlops-with-optuna-b7c52d931b4b,MLOps with Optuna
54,https://towardsdatascience.com/the-kaggle-blueprints-unlocking-winning-approaches-to-data-science-competitions-24d7416ef5fd,The Kaggle Blueprints: Unlocking Winning Approaches to Data Science Competitions
55,https://towardsdatascience.com/introduction-to-pytorch-e0235570a080,Introduction to PyTorch
56,https://towardsdatascience.com/command-line-interface-cli-tutorial-how-advanced-users-interact-with-computers-28cf88f81ce,Command Line Interface (CLI) Tutorial — How Advanced Users Interact with Computers
57,https://towardsdatascience.com/seir-modeling-in-r-using-desolve-chronic-wasting-disease-in-deer-d88b4de2d6c6,SEIR Modeling in R Using deSolve — Chronic Wasting Disease in Deer
58,https://towardsdatascience.com/optimization-newtons-method-profit-maximization-part-3-applied-profit-maximization-23a8c16167cd,"Optimization, Newton’s Method, & Profit Maximization: Part 3 — Applied Profit Maximization"
59,https://towardsdatascience.com/using-apache-kafka-for-data-streaming-9199699623fa,Using Apache Kafka for Data Streaming
60,https://towardsdatascience.com/breaking-linearity-with-relu-d2cfa7ebf264,Breaking Linearity With ReLU
61,https://towardsdatascience.com/5-ways-of-implementing-open-closed-principle-with-python-51fd21a90772,5 ways of Implementing Open Closed Principle with Python
62,https://towardsdatascience.com/migrating-data-make-the-most-of-the-product-itself-b79b56d5e6c1,Migrating data? Make the most of the Product itself!
63,https://uxdesign.cc/figma-culture-is-destroying-our-individualism-as-designers-bf8f4fb3aa97,Figma culture is destroying our individualism as designers
64,https://uxdesign.cc/the-blessing-of-no-choices-minimalism-in-ux-1421568aa7ea,Minimalism in UX: the blessing of no choices
65,https://uxdesign.cc/regenerative-ux-8ced0e2e5321,Regenerative UX
66,https://uxdesign.cc/why-chatbots-fail-2bb6e5ce1434,Why chatbots fail
67,https://uxdesign.cc/board-game-ux-a-study-on-visibility-of-system-status-fec51b30adbd,Board game UX: a study on visibility of system status
68,https://uxdesign.cc/made-for-5-billion-people-1db9d2074cfb,Made for 5 billion people
69,https://uxdesign.cc/how-to-avoid-getting-designs-shot-down-in-the-name-of-consistency-cb7b4087ec21,How to avoid getting designs shot down in the name of consistency
70,https://medium.com/swlh/become-obsessed-with-your-5-9-not-your-9-5-11f8038e1016,"Become Obsessed with Your 5-9, Not Your 9-5"
71,https://medium.com/swlh/it-took-3-years-for-anyone-to-notice-my-writing-and-im-so-glad-it-did-e03b218a39e1,It Took 3 Years For Anyone to Notice My Writing. And I’m So Glad It Did.
72,https://medium.com/swlh/6-micro-tricks-that-can-train-your-mind-to-create-more-content-a51ecae7bd4b,6 (Micro) Tricks That Can Train Your Mind To Create More Content
73,https://medium.com/swlh/i-signed-up-for-a-make-bank-with-ai-marketing-scheme-c6e93e81da9b,I Signed Up For a “Make Bank With AI” Marketing Scheme
74,https://medium.com/swlh/a-newsletter-build-to-get-high-price-clients-eb9238d9ec2c,A Newsletter Build to get High-price Clients
75,https://medium.com/swlh/yes-chatgpt-can-hurt-writers-but-not-the-way-you-think-ac1d20cc64f,Why It’s Crucial to Fail As An Online Writer — (9 Reasons)
76,https://medium.com/swlh/7-non-negotiable-things-you-should-think-about-as-a-freelance-writer-before-you-submit-your-guest-499537618725,7 Non-negotiable Things You Should Think About as a Freelance Writer Before You Submit Your Guest Post to a Website
77,https://writingcooperative.com/the-boring-topics-that-got-my-substack-newsletter-to-74-000-subscribers-b3b5a0f24b88,"The Boring Topics That Got My Substack Newsletter to 74,000 Subscribers"
78,https://writingcooperative.com/the-truth-about-why-some-people-are-more-creative-than-others-86e2eab76f44,The Truth About Why Some People Are More Creative Than Others
79,https://writingcooperative.com/a-hack-for-creating-dramatic-effect-with-dialogue-tags-c9d30468b894,A Hack for Creating Dramatic Effect With Dialogue Tags
80,https://writingcooperative.com/5-reasons-to-give-basic-advice-as-a-writer-a302d5fcb13d,5 Reasons to Give Basic Advice as a Writer
81,https://writingcooperative.com/write-now-with-orlando-ortega-medina-b6a2e028b089,Write Now With Orlando Ortega-Medina
82,https://writingcooperative.com/a-writers-crisis-of-faith-f1dd23b1bb7,A (Writer’s) Crisis of Faith
83,https://uxdesign.cc/why-is-jarvis-the-only-male-ai-8f2d2eb63f58,Why is JARVIS the only male AI?
84,https://uxdesign.cc/to-benefit-from-ai-your-organizations-learning-loops-must-evolve-5b6145415f6a,"To benefit from AI, your organization’s learning loops must evolve"
85,https://uxdesign.cc/user-flow-evaluations-why-heuristic-evaluations-are-old-news-23e39b32efef,User flow evaluations: why heuristic evaluations are old news
86,https://uxdesign.cc/why-hyundai-decided-to-keep-physical-buttons-in-cars-47fb42f0a33e,Why Hyundai decided to keep physical buttons in cars
87,https://uxdesign.cc/boosting-the-best-of-the-best-design-stories-on-medium-eb05f271c19d,Boosting the best-of-the-best design stories on Medium
88,https://uxdesign.cc/florence-henri-the-forgotten-female-pioneer-of-surreal-photography-9d3e482f80df,Florence Henri: the forgotten female pioneer of surreal photography
89,https://medium.com/swlh/if-i-was-22-again-and-just-starting-my-career-heres-the-life-changing-advice-i-d-give-myself-44e829e89537,"If I Was 22 Again and Just Starting My Career, Here’s the Life-Changing Advice I’d Give Myself"
90,https://medium.com/swlh/how-to-make-your-first-1-online-3a0b1e14b12d,How to Make Your First $1 Online
91,https://medium.com/swlh/why-the-majority-of-our-online-side-hustles-arent-profitable-3aedd69e46c9,Why the Majority of Our “Online Side Hustles” Aren’t Profitable
92,https://writingcooperative.com/the-elements-that-make-great-fiction-5193cea2975d,The Elements that Make Great Fiction
93,https://writingcooperative.com/5-fabulous-ways-to-make-it-astoundingly-clear-your-words-are-yours-6f3dae6ce0a2,5 Fabulous Ways to Make it Astoundingly Clear Your Words are Yours
94,https://writingcooperative.com/hidden-clues-in-character-names-unveiling-the-secrets-authors-dont-tell-you-and-even-themselves-a67d481c280e,Hidden Clues in Character Names: Unveiling the Secrets Authors Don’t Tell You (and even Themselves)
95,https://towardsdatascience.com/a-little-pandas-hack-to-handle-large-datasets-with-limited-memory-6745140f473b,A Little Pandas Hack to Handle Large Datasets with Limited Memory
96,https://towardsdatascience.com/how-to-set-started-with-tensorflow-using-keras-api-and-google-colab-5421e5e4ef56,How to get started with TensorFlow using Keras API and Google Colab
97,https://towardsdatascience.com/data-quality-issues-that-kill-your-machine-learning-models-961591340b40,Data Quality Issues that Kill Your Machine Learning Models
98,https://towardsdatascience.com/exploring-token-probabilities-as-a-means-to-filter-gpt-3s-answers-3e7dfc9ca0c,Exploring Token Probabilities as a Means to Filter GPT-3’s Answers
99,https://towardsdatascience.com/where-is-data-science-headed-in-2023-dc90d66eb9bd,Where Is Data Science Headed in 2023?
100,https://towardsdatascience.com/google-application-credentials-python-ace518208a7,How to Set GOOGLE_APPLICATION_CREDENTIALS in Python
101,https://towardsdatascience.com/how-to-combine-the-forecasts-of-an-ensemble-11022e5cac25,How to Combine the Forecasts of an Ensemble
102,https://towardsdatascience.com/unlock-the-power-of-causal-inference-a-data-scientists-guide-to-understanding-backdoor-686d2826efa4,Unlock the Power of Causal Inference: A Data Scientist’s Guide to Understanding the Backdoor Adjustment Formula
103,https://towardsdatascience.com/where-is-the-bus-gtfs-will-tell-us-f8adc18a2f8e,Where Is the Bus? GTFS Will Tell Us!
104,https://towardsdatascience.com/a-step-by-step-guide-to-row-and-columns-access-policies-in-bigquery-6b0f6fe0b19f,A step-by-step guide to Row and Columns Access policies in BigQuery
105,https://towardsdatascience.com/linear-algebra-finding-inverse-matrix-with-python-18dd988f4df,"Linear Algebra: Finding Inverse Matrix, with Python"
106,https://towardsdatascience.com/applied-reinforcement-learning-v-normalized-advantage-function-naf-for-continuous-control-62ad143d3095,Applied Reinforcement Learning V: Normalized Advantage Function (NAF) for Continuous Control
107,https://towardsdatascience.com/a-quickstart-guide-to-uprooting-model-bias-f4465c8e84bc,A Quickstart Guide To Uprooting Model Bias
108,https://towardsdatascience.com/validate-a-string-as-html-using-sql-d70e81149a2,Validate a String as HTML Using SQL
109,https://uxdesign.cc/headless-design-systems-in-figma-df141768929a,Headless design systems in Figma
110,https://uxdesign.cc/a-brief-literary-history-of-ar-b7b14d4c89,"A brief, literary history of AR"
111,https://medium.com/swlh/i-nearly-died-laughing-when-a-vc-told-me-the-1-metric-he-uses-for-deciding-which-startups-to-fund-f5090fc27329,"<strong class=""markup--strong markup--h3-strong"">I Nearly Died Laughing When a VC Told Me the #1 Metric He Uses For Deciding Which Startups to Fund</strong>"
112,https://medium.com/swlh/recession-proof-yourself-with-these-proven-strategies-to-live-with-less-stress-and-more-freedom-1f59481aae5b,Recession-Proof Yourself with These Proven Strategies to Live with Less Stress (And More Freedom)
113,https://medium.com/swlh/how-to-write-for-vice-in-4-steps-aa32599a2009,"How to Write for VICE, in 4 Steps"
114,https://medium.com/swlh/the-mindset-that-brings-unlimited-willpower-423164f45e2e,The Mindset That Brings Unlimited Willpower
115,https://medium.com/swlh/7-careless-mistakes-which-could-destroy-your-freelance-career-ad098a9077ee,7 Careless Mistakes Which Could Destroy Your Freelance Career
116,https://medium.com/swlh/5-lessons-from-reaching-5-000-subscribers-on-youtube-733be75a875c,"5 Lessons From Reaching 5,000 Subscribers On YouTube"
117,https://medium.com/swlh/3-mantras-i-adopted-to-silence-my-inner-critic-and-unleash-my-creative-self-52d3ac1276a3,3 Mantras I Adopted to Silence My Inner Critic and Unleash My Creative Self
118,https://medium.com/swlh/how-i-build-a-pipeline-of-work-by-focusing-on-my-clients-professional-advancement-d780c7f06d11,"<strong class=""markup--strong markup--h3-strong"">How I Build a Pipeline of Work by Focusing on My Clients’ Professional Advancement</strong>"
119,https://medium.com/swlh/5-tiny-mistakes-that-are-ruining-your-pitches-to-potential-clients-85be251f8048,5 Tiny Mistakes That Are Ruining Your Pitches to Potential Clients
120,https://writingcooperative.com/writing-fiction-the-crucial-art-of-mastering-point-of-view-c6e70bb07987,Writing Fiction: The Crucial Art of Mastering Point of View
121,https://writingcooperative.com/my-professor-told-me-you-might-want-to-rethink-that-when-i-told-her-i-wanted-to-publish-a-book-fbb6af062d9d,My Professor Told Me “You Might Want to Rethink That” When I Told Her I Wanted to Publish a Book
122,https://writingcooperative.com/transform-your-novel-plotting-skills-using-this-renowned-storytellers-method-fde1b860a42b,Transform Your Novel-Plotting Skills Using This Renowned Storyteller’s Method
123,https://towardsdatascience.com/3-easy-ways-to-include-interactive-maps-in-a-streamlit-app-b49f6a22a636,3 Easy Ways to Include Interactive Maps in a Streamlit App
124,https://towardsdatascience.com/pca-lda-ica-a-components-analysis-algorithms-comparison-c5762c4148ff,PCA/LDA/ICA : a components analysis algorithms comparison
125,https://towardsdatascience.com/movie-recommendations-with-neo4j-adaad7c9bf2b,Movie Recommendations with Neo4j
126,https://uxdesign.cc/so-are-fonts-cut-from-paper-now-6a936ccd0cc7,"<strong class=""markup--strong markup--h3-strong"">So, are fonts cut from paper now?</strong>"
127,https://medium.com/swlh/the-most-important-money-lessons-people-learn-too-late-in-life-d124e9a76ed,The Most Important Money Lessons People Learn Too Late in Life
128,https://medium.com/swlh/7-ways-to-efficiently-scale-up-your-content-generation-without-burning-out-6469654d3370,7 Ways To Efficiently Scale Up Your Content Generation Without Burning Out
129,https://medium.com/swlh/the-dark-psychology-of-customer-loyalty-programs-3a8fe9a4f57b,"<em class=""markup--em markup--h3-em"">The Dark Psychology of Customer Loyalty Programs</em>"
130,https://medium.com/swlh/4-hard-lessons-i-learned-after-i-quit-my-high-paying-job-to-write-full-time-52d13bab403f,4 Hard Lessons I Learned After I Quit My High-Paying Job To Write Full-Time
131,https://medium.com/swlh/why-every-business-regardless-of-size-needs-a-zero-trust-model-b3e942a2053d,"Why Every Business, Regardless of Size, Needs A Zero Trust Model"
132,https://writingcooperative.com/11-tips-for-writing-fantastic-product-descriptions-b19c71f96015,11 Tips for Writing Fantastic Product Descriptions
133,https://writingcooperative.com/creative-exhaustion-ad5b160edf67,Creative Exhaustion
134,https://writingcooperative.com/how-to-launch-a-newspaper-make-community-journalism-pay-35acc15f15b7,"<strong class=""markup--strong markup--h3-strong"">How To Launch a Newspaper &amp; Make Community Journalism Pay</strong>"
135,https://writingcooperative.com/take-it-for-grant-ed-753388d0d203,Take it for Granted
136,https://towardsdatascience.com/a-day-in-the-life-of-a-chief-data-scientist-1cbda76c631d,A Day in the Life of a Chief Data Scientist
137,https://towardsdatascience.com/equal-size-spectral-clustering-cce65c6f9ba3,Equal-size spectral clustering
138,https://towardsdatascience.com/what-i-learned-from-the-best-and-the-worst-machine-learning-team-leads-c9331f56da4d,Become An Effective Machine Learning Team Lead
139,https://towardsdatascience.com/14-techniques-to-make-your-pandas-workflow-lighting-fast-b00ff0ac9267,14 Techniques to make your Pandas workflow lighting fast
140,https://towardsdatascience.com/how-to-train-a-word2vec-model-from-scratch-with-gensim-c457d587e031,How to Train a Word2Vec Model from Scratch with Gensim
141,https://towardsdatascience.com/args-vs-kwargs-which-is-the-fastest-way-to-call-a-function-in-python-afb2e817120,Args vs kwargs: which is the fastest way to call a function in Python?
142,https://towardsdatascience.com/how-to-detect-drift-in-machine-learning-models-8a0be4049eed,How to Detect Drift in Machine Learning Models
143,https://towardsdatascience.com/monitoring-machine-learning-models-a-tried-and-true-cure-for-a-data-scientists-insomnia-c45b0979a878,Monitoring Machine Learning Models: A fundamental practice for data scientists and machine learning engineers
144,https://towardsdatascience.com/how-to-perform-univariate-outlier-detection-in-python-for-machine-learning-b9fb05e72661,How to Perform Univariate Outlier Detection in Python for Machine Learning
145,https://towardsdatascience.com/how-to-do-cross-validation-effectively-1bbeb1d69ee8,How to Do Cross-Validation Effectively
146,https://towardsdatascience.com/extractive-vs-generative-q-a-which-is-better-for-your-business-5a8a1faab59a,Extractive vs Generative Q&A — Which is better for your business?
147,https://towardsdatascience.com/mlops-made-simple-how-to-run-a-batch-prediction-pipeline-using-azure-machine-learning-components-ea7931e818c8,MLOps made simple: how to run a batch prediction pipeline using Azure Machine Learning components
148,https://towardsdatascience.com/from-algorithms-to-words-why-i-write-about-machine-learning-36e705e1fe54,From Algorithms to Words: Why I Write About Machine Learning
149,https://towardsdatascience.com/writing-a-book-on-nlp-is-a-bit-like-solving-a-complex-data-science-project-c0848f975ca,Writing a book on NLP is a bit like solving a complex data science project
150,https://towardsdatascience.com/lineman-stationarity-ffacde2cfc8,Lineman Stationarity
151,https://towardsdatascience.com/optimal-demand-fulfillment-an-industryapproach-58746615d91e,Optimal Demand Fulfillment: An Industry Approach
152,https://towardsdatascience.com/predicting-protein-annotations-using-the-cafa2-competition-methodology-part-i-c60ba6283b87,Predicting Protein Functions using Machine Learning
153,https://uxdesign.cc/actually-we-should-be-worried-about-ai-coming-for-our-ux-jobs-97cab3519c6d,"Actually, we should be worried about AI coming for our UX jobs"
154,https://uxdesign.cc/should-inclusive-design-be-a-ux-concern-139f2d2ae35e,Should inclusive design be a UX concern?
155,https://uxdesign.cc/some-ethical-dilemmas-surrounding-the-study-of-human-behaviour-for-marketing-purposes-6b3cb99f1f82,"<strong class=""markup--strong markup--h3-strong"">Ethical dilemmas around the study of human behavior for marketing</strong>"
156,https://uxdesign.cc/the-power-of-a-catchy-name-2c30949490f4,The power of a catchy name
157,https://uxdesign.cc/designops-okrs-or-balanced-scorecards-92dbac6e8817,DesignOps: OKRs or balanced scorecards?
158,https://uxdesign.cc/servants-of-insight-embracing-ambiguity-and-failure-in-ux-research-1e0d67c2c025,Servants of insight: 
159,https://uxdesign.cc/vanity-interviews-what-can-pms-and-ux-researchers-learn-from-oral-historians-7af4ed415434,Vanity interviews: what can PMs and UX researchers learn from oral historians?
160,https://uxdesign.cc/heres-how-to-build-and-host-a-responsive-portfolio-inside-figma-755456dab61,Here’s how to build and host a responsive portfolio inside Figma
161,https://uxdesign.cc/ageism-netflixs-mistake-board-game-ux-conditional-logic-in-figma-8ce86d02a379,"Ageism, Netflix’s mistake, board game UX, conditional logic in Figma"
162,https://uxdesign.cc/the-rise-of-digital-accessibility-building-the-business-case-b990a4fda213,"<strong class=""markup--strong markup--h3-strong"">The rise of digital accessibility: building the business case</strong>"
163,https://uxdesign.cc/the-perks-of-pair-designing-f0d103e4cfa1,The perks of pair-designing
164,https://uxdesign.cc/what-is-healthcares-lego-bdb4ef9ee01e,What is healthcare’s LEGO?
165,https://medium.com/swlh/feeling-unfulfilled-and-unhappy-happens-when-you-have-no-real-hobbies-outside-of-your-job-2f03a3bdc79d,Feeling Unfulfilled and Unhappy Happens When You Have No Real Hobbies Outside of Your Job
166,https://medium.com/swlh/5-writing-tips-to-develop-a-friendly-online-personality-really-connect-with-the-audience-d7c2d87a5b33,5 Writing Tips To Develop a Friendly Online Personality & [Really] Connect With The Audience
167,https://medium.com/swlh/how-to-make-the-most-of-this-golden-age-for-writers-25b44a512aa7,How to Make the Most of This Golden Age For Writers
168,https://medium.com/swlh/12-writing-mistakes-youre-making-right-now-but-don-t-have-to-11205f1a649c,12 Writing Mistakes You’re Making Right Now (But Don’t Have To)
169,https://writingcooperative.com/youve-hit-publish-now-what-ee21ecbacf1e,You’ve Hit “Publish.” Now What?
170,https://writingcooperative.com/5-secrets-no-one-tells-you-about-writing-online-9838e7451f48,5 Secrets No One Tells You About Writing Online
171,https://writingcooperative.com/i-block-people-who-respond-to-articles-with-a-question-mark-f15db5425019,I Block People Who Respond to Articles With a Question Mark
172,https://writingcooperative.com/are-the-first-10-pages-of-your-novel-really-that-important-f711b880032,Are the First 10 Pages of Your Novel Really That Important?
173,https://writingcooperative.com/excuse-me-youve-got-something-under-your-words-e577cea6831a,"Excuse Me, You’ve Got Something Under Your Words"
174,https://towardsdatascience.com/sql-on-pandas-usign-duckdb-f7cd238a0a5a,SQL on Pandas — My New Favorite for 10X Speed.
175,https://towardsdatascience.com/enhanced-object-detection-how-to-effectively-implement-yolov8-afd1bf6132ae,Enhanced Object Detection: How To Effectively Implement YOLOv8
176,https://towardsdatascience.com/time-series-forecasting-with-facebooks-prophet-in-10-minutes-958bd1caff3f,Time Series Forecasting with Facebook’s Prophet in 10 Minutes
177,https://towardsdatascience.com/lets-talk-about-math-for-data-scientists-50184abd5964,Let’s Talk About Math (for Data Scientists)
178,https://towardsdatascience.com/making-language-models-similar-to-human-brain-b6ea8270be08,Making Language Models Similar to the Human Brain
179,https://towardsdatascience.com/decision-tree-regressor-in-excel-2d29d16df1db,Decision Tree Regressor in Excel
180,https://towardsdatascience.com/deploying-multiple-models-with-sagemaker-pipelines-fb7363094c50,Deploying Multiple Models with SageMaker Pipelines
181,https://towardsdatascience.com/gradient-boosting-to-early-stop-or-not-to-early-stop-5ea67ac09d83,Gradient Boosting: To Early Stop or Not To Early Stop
182,https://towardsdatascience.com/what-stops-you-from-getting-your-first-data-science-job-ccf93e4187d4,"<strong class=""markup--strong markup--h3-strong"">What Stops You From Getting Your First Data Science Job?</strong>"
183,https://towardsdatascience.com/how-to-parse-html-with-regex-6b9c0980382f,How To Parse HTML With Regex
184,https://uxdesign.cc/testing-readability-tests-flesch-kincaid-ari-and-gunning-fog-78cce2c41db8,"Testing readability tests: Flesch–Kincaid, ARI, and Gunning Fog"
185,https://uxdesign.cc/the-algebra-of-value-for-startups-cfadea34ed3b,The algebra of VALUE for startups
186,https://medium.com/swlh/now-that-google-search-is-dying-here-are-better-alternatives-2d6023992daa,"Now that Google Search is Dying, Here Are Better Alternatives"
187,https://medium.com/swlh/how-i-convinced-myself-to-stop-worrying-about-chatgpt-and-embrace-our-new-a-i-overlords-302c454d2bff,"<strong class=""markup--strong markup--h3-strong"">How I Convinced Myself to Stop Worrying About ChatGPT and Embrace Our New A.I. Overlords</strong>"
